metabolite,name,formula,carbon_atom
hia_c,"3-[(3aS,4S,5R,7aS)-5-hydroxy-7a-methyl-1-oxo-octahydro-1H-indene-4-carboxylate",C11H19O4,Presence
hia_e,"3-[(3aS,4S,5R,7aS)-5-hydroxy-7a-methyl-1-oxo-octahydro-1H-indene-4-carboxylate",C11H19O4,Presence
hip_c,"3-[(3aS,4S,7aS)-7a-Methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoic acid",C13H17O4,Presence
hipcoa_c,"3-[(3aS,4S,7aS)-7a-Methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl-CoA;",C34H51N7O19P3S,Presence
hipecoa_c,"(2E)-3-[(3aS,4S,5R,7aS)-5-hydroxy-7a-methyl-1-oxo-octahydro-1H-inden-4-yl]prop-2-enoyl-CoA",C34H51N7O19P3S,Presence
hipocoa_c,"3-[(3aS,4S,5R,7aS)-5-hydroxy-7a-methyl-1-oxo-octahydro-1H-inden-4-yl]-3-oxopropanoyl-CoA",C34H51N7O20P3S,Presence
hipohcoa_c,"3-[(3aS,4S,5R,7aS)-5-hydroxy-7a-methyl-1-oxo-octahydro-1H-inden-4-yl]-3-hydroxypropanoyl-CoA",C34H53N7O20P3S,Presence
inost_p,Myo-Inositol,C6H12O6,Presence
lgt_s_c,(R)-S-Lactoylglutathione,C13H20N3O8S,Presence
man6pglyc_c,2(alpha-D-Mannosyl-6-phosphate)-D-glycerate,C9H14O12P,Presence
manglyc_e,2(alpha-D-Mannosyl)-D-glycerate,C9H15O9,Presence
manglyc_p,2(alpha-D-Mannosyl)-D-glycerate,C9H15O9,Presence
minohp_e,Myo-Inositol hexakisphosphate,C6H6O24P6,Presence
minohp_p,Myo-Inositol hexakisphosphate,C6H6O24P6,Presence
mnl_p,D-Mannitol,C6H14O6,Presence
mththf_e,"(2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran",C5H10O5,Presence
n2o_e,Nitrous oxide,N2O,Absence
n2o_p,Nitrous oxide,N2O,Absence
nacg_c,N-(1-amino-1-carboxy-2-ethyl)-glutamic acid,C8H12N2O6,Presence
nmn_p,NMN C11H14N2O8P,C11H14N2O8P,Presence
no_p,Nitric oxide,NO,Absence
oca_c,4-oxalcitromalate,C7H5O8,Presence
ochol_c,26-Oxocholest-4-en-3-one,C27H40O2,Presence
ocholc5coa_c,CoA-22-one-cholest-4-en-3-one C5 side chain,C45H66N7O19P3S,Presence
ocholc8coa_c,CoA-24-one-cholest-4-en-3-one C8 side chain,C48H72N7O19P3S,Presence
omaenol_c,"4-Carboxy-2-hydroxyhexa-2,4-dienedioate",C7H3O7,Presence
omaketo_c,4-oxalomesaconate (keto form),C7H3O7,Presence
pac_e,Phenylacetic acid,C8H7O2,Presence
peng_e,Penicillin G C16H18N2O4S,C16H17N2O4S,Presence
phitcoa_c,E-Phenylitaconyl-CoA,C32H39N7O19P3S,Presence
phnac_c,Phosphonoacetate,C2H2O5P,Presence
ppal_e,Propanal,C3H6O,Presence
ppal_p,Propanal,C3H6O,Presence
pser_c,O-Phospho-L-serine,C3H6NO6P,Presence
pydam_e,Pyridoxamine,C8H13N2O2,Presence
pydam_p,Pyridoxamine,C8H13N2O2,Presence
pydxn_p,Pyridoxine,C8H11NO3,Presence
sbt__D_p,D-Sorbitol,C6H14O6,Presence
stfrnB_c,Staphyloferrin B,C19H22N2O18,Presence
sucarg_c,N2-Succinyl-L-arginine,C10H17N4O5,Presence
sucglu_c,N2-Succinyl-L-glutamate,C9H10NO7,Presence
sucgsa_c,N2-Succinyl-L-glutamate 5-semialdehyde,C9H11NO6,Presence
sucorn_c,N2-Succinyl-L-ornithine,C9H15N2O5,Presence
tartr__D_p,D-tartrate,C4H4O6,Presence
tartr__L_p,L-tartrate,C4H4O6,Presence
thymd_e,Thymidine C10H14N2O5,C10H14N2O5,Presence
thymd_p,Thymidine C10H14N2O5,C10H14N2O5,Presence
tma_e,Trimethylamine,C3H10N,Presence
tma_p,Trimethylamine,C3H10N,Presence
tmao_e,Trimethylamine N-oxide,C3H9NO,Presence
tmao_p,Trimethylamine N-oxide,C3H9NO,Presence
udcpdp_e,Undecaprenyl diphosphate,C55H90O7P2,Presence
ump_e,UMP C9H11N2O9P,C9H11N2O9P,Presence
ump_p,UMP C9H11N2O9P,C9H11N2O9P,Presence
xtsn_e,Xanthosine,C10H12N4O6,Presence
xtsn_p,Xanthosine,C10H12N4O6,Presence
1agpe141_p,1-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1),C19H38NO7P,Presence
1agpg141_p,1-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1),C20H38O9P,Presence
2hymeph_c,2-(Hydroxymethyl)phenol,C7H8O2,Presence
2pg_e,D-Glycerate 2-phosphate,C3H4O7P,Presence
2pg_p,D-Glycerate 2-phosphate,C3H4O7P,Presence
4abzglu_c,4-aminobenzoyl-glutamate,C12H12N2O5,Presence
4abzglu_e,4-aminobenzoyl-glutamate,C12H12N2O5,Presence
4abzglu_p,4-aminobenzoyl-glutamate,C12H12N2O5,Presence
4hoxpacd_e,4-Hydroxyphenylacetaldehyde,C8H8O2,Presence
4hoxpacd_p,4-Hydroxyphenylacetaldehyde,C8H8O2,Presence
5dpmev_c, R  5 Diphosphomevalonate C6H10O10P2,C6H10O10P2,Presence
5pmev_c, R  5 Phosphomevalonate C6H10O7P,C6H10O7P,Presence
6pgg_c,"6-Phospho-beta-D-glucosyl-(1,4)-D-glucose",C12H21O14P,Presence
LalaDglu_e,L-alanine-D-glutamate,C8H13N2O5,Presence
LalaDglu_p,L-alanine-D-glutamate,C8H13N2O5,Presence
a24op_c,2-amino-4-oxopentanoate,C5H9NO3,Presence
abt__L_e,L Arabinitol C5H12O5,C5H12O5,Presence
amp_e,AMP C10H12N5O7P,C10H12N5O7P,Presence
amp_p,AMP C10H12N5O7P,C10H12N5O7P,Presence
applp_c,D-1-Aminopropan-2-ol O-phosphate,C3H9NO4P,Presence
cellb6p_c,Cellobiose 6 phosphate C12H21O14P,C12H23O14P,Presence
cmp_e,CMP C9H12N3O8P,C9H12N3O8P,Presence
cmp_p,CMP C9H12N3O8P,C9H12N3O8P,Presence
cpgn_e,Coprogen,C35H56FeN6O13,Presence
cpgn_un_e,Coprogen unloaded (no Fe(III)),C35H56N6O13,Presence
csn_e,Cytosine,C4H5N3O,Presence
csn_p,Cytosine,C4H5N3O,Presence
cys__D_c,D-Cysteine,C3H7NO2S,Presence
dad_2_e,Deoxyadenosine,C10H13N5O3,Presence
dad_2_p,Deoxyadenosine,C10H13N5O3,Presence
damp_e,DAMP C10H12N5O6P,C10H12N5O6P,Presence
damp_p,DAMP C10H12N5O6P,C10H12N5O6P,Presence
dap24_c,"(2R,4S)-2,4-diaminopentanoate",C5H12N2O2,Presence
dcmp_e,DCMP C9H12N3O7P,C9H12N3O7P,Presence
dcmp_p,DCMP C9H12N3O7P,C9H12N3O7P,Presence
dcyt_e,Deoxycytidine,C9H13N3O4,Presence
dcyt_p,Deoxycytidine,C9H13N3O4,Presence
dgmp_e,DGMP C10H12N5O7P,C10H12N5O7P,Presence
dgmp_p,DGMP C10H12N5O7P,C10H12N5O7P,Presence
dhptd_c,"4,5-dihydroxy-2,3-pentanedione",C5H8O4,Presence
dimp_e,DIMP C10H12N4O7P,C10H11N4O7P,Presence
dimp_p,DIMP C10H12N4O7P,C10H11N4O7P,Presence
drib_p,Deoxyribose C5H10O4,C5H10O4,Presence
dtmp_e,DTMP C10H13N2O8P,C10H13N2O8P,Presence
dtmp_p,DTMP C10H13N2O8P,C10H13N2O8P,Presence
dump_e,DUMP C9H11N2O8P,C9H11N2O8P,Presence
dump_p,DUMP C9H11N2O8P,C9H11N2O8P,Presence
duri_e,Deoxyuridine,C9H12N2O5,Presence
duri_p,Deoxyuridine,C9H12N2O5,Presence
f6p_e,D-Fructose 6-phosphate,C6H11O9P,Presence
f6p_p,D-Fructose 6-phosphate,C6H11O9P,Presence
fad_e,Flavin adenine dinucleotide oxidized,C27H33N9O15P2,Presence
fad_p,Flavin adenine dinucleotide oxidized,C27H33N9O15P2,Presence
feoxam_c,Generic ferrioxamine-Fe-III,C25H45FeN6O8,Presence
feoxam_e,Generic ferrioxamine-Fe-III,C25H45FeN6O8,Presence
feoxam_p,Generic ferrioxamine-Fe-III,C25H45FeN6O8,Presence
feoxam_un_c,Ferroxamine minus Fe(3),C25H45N6O8,Presence
feoxam_un_e,Ferroxamine minus Fe(3),C25H45N6O8,Presence
feoxam_un_p,Ferroxamine minus Fe(3),C25H45N6O8,Presence
fldox_c,Flavodoxin (oxidized) - obsolete,H,Absence
fldrd_c,Flavodoxin (reduced) - obsolete,H3,Absence
fmn_e,FMN C17H19N4O9P,C17H21N4O9P,Presence
fmn_p,FMN C17H19N4O9P,C17H21N4O9P,Presence
frmd_e,Formamide,CH3NO,Presence
frmd_p,Formamide,CH3NO,Presence
g6p_e,D-Glucose 6-phosphate,C6H11O9P,Presence
g6p_p,D-Glucose 6-phosphate,C6H11O9P,Presence
gal1p_c,Alpha-D-Galactose 1-phosphate,C6H11O9P,Presence
gal_bD_p,Beta D-Galactose,C6H12O6,Presence
gam6p_e,D-Glucosamine 6-phosphate,C6H13NO8P,Presence
gam6p_p,D-Glucosamine 6-phosphate,C6H13NO8P,Presence
gmp_e,GMP C10H12N5O8P,C10H12N5O8P,Presence
gmp_p,GMP C10H12N5O8P,C10H12N5O8P,Presence
gtspmd_c,Glutathionylspermidine,C17H36N6O5S,Presence
hibcoa_c, S  3 Hydroxyisobutyryl CoA C25H38N7O18P3S,C25H39N7O18P3S,Presence
hqn_c,Hydroquinone,C6H6O2,Presence
hqn_e,Hydroquinone,C6H6O2,Presence
imp_e,IMP C10H11N4O8P,C10H11N4O8P,Presence
imp_p,IMP C10H11N4O8P,C10H11N4O8P,Presence
lipoate_p,Lipoate,C8H13O2S2,Presence
lyx__L_c,L-Lyxose,C5H10O5,Presence
lyx__L_e,L-Lyxose,C5H10O5,Presence
lyx__L_p,L-Lyxose,C5H10O5,Presence
madg_e,Alpha Methyl D glucoside C7H14O6,C7H14O6,Presence
maltpt_e,Maltopentaose,C30H52O26,Presence
maltpt_p,Maltopentaose,C30H52O26,Presence
malttr_p,Maltotriose C18H32O16,C18H32O16,Presence
maltttr_p,Maltotetraose,C24H42O21,Presence
man6p_e,D-Mannose 6-phosphate,C6H11O9P,Presence
man6p_p,D-Mannose 6-phosphate,C6H11O9P,Presence
mbdg_e,Beta Methylglucoside C7H14O6,C7H14O6,Presence
mdhdhf_c,"(2R,4S)-2-methyl-2,4-dihydroxydihydrofuran-3-one",C5H8O4,Presence
metglcur_c,1-O-methyl-Beta-D-glucuronate,C7H11O7,Presence
metglcur_e,1-O-methyl-Beta-D-glucuronate,C7H11O7,Presence
metglcur_p,1-O-methyl-Beta-D-glucuronate,C7H11O7,Presence
metsox_S__L_e,L-Methionine Sulfoxide,C5H11NO3S,Presence
metsox_S__L_p,L-Methionine Sulfoxide,C5H11NO3S,Presence
mev__R_c, R  Mevalonate C6H11O4,C6H11O4,Presence
mmet_c,S-Methyl-L-methionine,C6H14NO2S,Presence
mmet_e,S-Methyl-L-methionine,C6H14NO2S,Presence
mmet_p,S-Methyl-L-methionine,C6H14NO2S,Presence
o2s_e,Superoxide anion,O2,Absence
o2s_p,Superoxide anion,O2,Absence
p3pyr_c,3-Phosphonopyruvate,C3H5O6P,Presence
pep_e,Phosphoenolpyruvate,C3H2O6P,Presence
pep_p,Phosphoenolpyruvate,C3H2O6P,Presence
ppap_e,Propanoyl phosphate,C3H5O5P,Presence
pydx_e,Pyridoxal,C8H9NO3,Presence
pydx_p,Pyridoxal,C8H9NO3,Presence
rbl__L_c,L-Ribulose,C5H10O5,Presence
rbt_c,Ribitol,C5H12O5,Presence
rbt_e,Ribitol,C5H12O5,Presence
rmn_p,L-Rhamnose,C6H12O5,Presence
salcn6p_c,Salicin 6-phosphate,C13H17O10P,Presence
srb__L_c,L Sorbose C6H12O6,C6H14O6,Presence
srb__L_e,L Sorbose C6H12O6,C6H14O6,Presence
tag1p__D_c,D-Tagatose-1-phosphate,C6H13O9P,Presence
tag__D_e,D-Tagatose,C6H14O6,Presence
tag__D_p,D-Tagatose,C6H14O6,Presence
tym_e,Tyramine,C8H12NO,Presence
tym_p,Tyramine,C8H12NO,Presence
uacgam_e,UDP-N-acetyl-D-glucosamine,C17H25N3O17P2,Presence
uacgam_p,UDP-N-acetyl-D-glucosamine,C17H25N3O17P2,Presence
udpacgal_e,UDP-N-acetyl-D-galactosamine,C17H25N3O17P2,Presence
udpacgal_p,UDP-N-acetyl-D-galactosamine,C17H25N3O17P2,Presence
udpg_e,UDPglucose,C15H22N2O17P2,Presence
udpg_p,UDPglucose,C15H22N2O17P2,Presence
udpgal_e,UDPgalactose,C15H22N2O17P2,Presence
udpgal_p,UDPgalactose,C15H22N2O17P2,Presence
udpglcur_e,UDP-D-glucuronate,C15H19N2O18P2,Presence
udpglcur_p,UDP-D-glucuronate,C15H19N2O18P2,Presence
xmp_e,Xanthosine 5'-phosphate,C10H11N4O9P,Presence
xmp_p,Xanthosine 5'-phosphate,C10H11N4O9P,Presence
12dgr160_e,"1,2-Diacyl-sn-glycerol (dihexadecanoyl, n-C16:0)",C35H68O5,Presence
12dgr180_e,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)",C39H76O5,Presence
1ag160_e,1 Acyl sn glycerol  hexadecanoate,C19H38O4,Presence
1ag180_e,1 Acyl sn glycerol  octadecanoate,C21H42O4,Presence
1ag181d9_e,1 Acyl sn glycerol  nC181d9,C21H40O4,Presence
1ag182d9d12_e,1 Acyl sn glycerol  nC182d9d12,C21H38O4,Presence
23dhbzs3_e,2-3-dihydroxybenzoylserine trimer,C30H28N3O16,Presence
2shchc_c,"2-Succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate",C11H10O6,Presence
33hmeoxobut_c,2-Oxo-3-hydroxyisovalerate,C5H7O4,Presence
algac_MG_14_e,Alginate  1 units of acetylated D mannuronate and 4 units ofL guluronate,C32H39O32,Presence
algac_MG_14_p,Alginate  1 units of acetylated D mannuronate and 4 units ofL guluronate,C32H39O32,Presence
algac_MG_23_e,Alginate  2 units of acetylated D mannuronate and 3 units ofL guluronate,C34H41O33,Presence
algac_MG_23_p,Alginate  2 units of acetylated D mannuronate and 3 units ofL guluronate,C34H41O33,Presence
algac_MG_32_e,Alginate  3 units of acetylated D mannuronate and 2 units ofL guluronate,C36H43O34,Presence
algac_MG_32_p,Alginate  3 units of acetylated D mannuronate and 2 units ofL guluronate,C36H43O34,Presence
algac_MG_41_e,Alginate  4 units of acetylated D mannuronate and one unit ofL guluronate,C38H45O35,Presence
algac_MG_41_p,Alginate  4 units of acetylated D mannuronate and one unit ofL guluronate,C38H45O35,Presence
algac__M_e,Alginate  5 units of  D mannuronate completelly acetylated,C40H47O36,Presence
algac__M_p,Alginate  5 units of  D mannuronate completelly acetylated,C40H47O36,Presence
cholp_c,Choline phosphate C5H13NO4P,C5H13NO4P,Presence
dag181d9_e,1 2 Diacyl sn glycerol  nC181d9,C39H72O5,Presence
dag182d9d12_e,1 2 Diacyl sn glycerol  nC182d9d12,C39H68O5,Presence
dmanur_e,Dimmer of D mannuronate,O32,Absence
dmanur_p,Dimmer of D mannuronate,O32,Absence
fer_e,Ferulate,C10H9O4,Presence
fer_p,Ferulate,C10H9O4,Presence
g1p_B_c,Beta D Glucose 1 phosphate C6H11O9P,C6H11O9P,Presence
gcald_p,Glycolaldehyde,C2H4O2,Presence
gdpmanur_c,GDP D mannuronate,C16H20N5O17P2,Presence
glutar_e,Glutarate,C5H6O4,Presence
glutar_p,Glutarate,C5H6O4,Presence
glycol_e,Glycol,C2H5O2,Presence
glycol_p,Glycol,C2H5O2,Presence
manur_e,D Mannuronate,C6H9O7,Presence
manur_p,D Mannuronate,C6H9O7,Presence
ppi_e,Diphosphate,HO7P2,Absence
ppi_p,Diphosphate,HO7P2,Absence
prealg_MG_14_e,Beta 1 4 glycosidic  1  beta D mannuronic  4L guluronic acid,C30H37O31,Presence
prealg_MG_14_p,Beta 1 4 glycosidic  1  beta D mannuronic  4L guluronic acid,C30H37O31,Presence
prealg_MG_23_e,Beta 1 4 glycosidic  2  beta D mannuronic  3L guluronic acid,C30H37O31,Presence
prealg_MG_23_p,Beta 1 4 glycosidic  2  beta D mannuronic  3L guluronic acid,C30H37O31,Presence
prealg_MG_32_e,Beta 1 4 glycosidic  3  beta D mannuronic  2L guluronic acid,C30H37O31,Presence
prealg_MG_32_p,Beta 1 4 glycosidic  3  beta D mannuronic  2L guluronic acid,C30H37O31,Presence
prealg_MG_41_e,Beta 1 4 glycosidic  4  beta D mannuronic  1L guluronic acid,C30H37O31,Presence
prealg_MG_41_p,Beta 1 4 glycosidic  4  beta D mannuronic  1L guluronic acid,C30H37O31,Presence
prealgac_M1_p,Polymer  5 units  of D mannuronate  1units acetylated,C32H39O32,Presence
prealgac_M2_p,Polymer  5 units  of D mannuronate  2 units acetylated,C34H41O33,Presence
prealgac_M3_p,Polymer  5 units  of D mannuronate  3 units acetylated,C36H43O34,Presence
prealgac_M4_p,Polymer  5 units  of D mannuronate  4 units acetylated,C38H45O35,Presence
prealginate_G_e,Prealginate KT2440   beta 1 4  linked copolymers of  bL guluronic acid 5 units,C30H37O31,Presence
prealginate_G_p,Prealginate KT2440   beta 1 4  linked copolymers of  bL guluronic acid 5 units,C30H37O31,Presence
prealginate__M_p,Prealginate KT2440   beta 1 4  linked copolymers of  beta D mannuronic acid  5 units,C30H37O31,Presence
sucbz_c,O-Succinylbenzoate,C11H8O5,Presence
tag160_e,Triacylglycerol  hexadecanoate,C51H98O6,Presence
tag180_e,Triacylglycerol  octadecanoate,C57H110O6,Presence
tag181d9_e,Triacylglycerol  nC181d9,C57H104O6,Presence
tag182d9d12_e,Triacylglycerol  nC182d9d12,C57H98O6,Presence
tmanur_e,Trimmer of D mannuronate,C30H39,Presence
tmanur_p,Trimmer of D mannuronate,C30H39,Presence
3fe4s_c,[3Fe-4S] damaged iron-sulfur cluster,Fe3S4,Absence
4fe4s_c,[4Fe-4S] iron-sulfur cluster,Fe4S4,Absence
4hba_p,4-Hydroxy-benzyl alcohol,C7H8O2,Presence
5mcsn_e,5-Methylcytosine,C5H7N3O,Presence
5mcsn_p,5-Methylcytosine,C5H7N3O,Presence
abg4_c,4-aminobenzoate-glutamate,C12H11N2O5,Presence
abg4_e,4-aminobenzoate-glutamate,C12H11N2O5,Presence
adcob1nda_c,Adenosyl-cobyrinate-a-c-diamide,C55CoH68N11O15,Presence
catechol_e,Catechol,C6H6O2,Presence
catechol_p,Catechol,C6H6O2,Presence
cinnm_e,Trans-Cinnamate,C9H7O2,Presence
cinnm_p,Trans-Cinnamate,C9H7O2,Presence
cob1nda_c,Cob-I-yrinate-a-c-diamide,C45CoH56N6O12,Presence
2dhglcn_e,2-Dehydro-D-gluconate,C6H9O7,Presence
2o3mpt_c, R  2 Oxo 3 methylpentanoate C6H9O3,C6H9O3,Presence
ag_c,Silver,Ag,Absence
ag_e,Silver,Ag,Absence
ag_p,Silver,Ag,Absence
ala_L_thr__L_c,Ala-L-Thr-L,C7H14N2O4,Presence
ala_L_thr__L_e,Ala-L-Thr-L,C7H14N2O4,Presence
ala_gln_c,Ala-Gln,C8H15N3O4,Presence
ala_gln_e,Ala-Gln,C8H15N3O4,Presence
ala_his_c,Ala-His,C9H14N4O3,Presence
ala_his_e,Ala-His,C9H14N4O3,Presence
ala_leu_c,Ala-Leu,C9H18N2O3,Presence
ala_leu_e,Ala-Leu,C9H18N2O3,Presence
alagly_c,L-alanylglycine,C5H10N2O3,Presence
alagly_e,L-alanylglycine,C5H10N2O3,Presence
alpro_c,S Aminomethyldihydrolipoylprotein CH6NS2X,C9H20N2OS2,Presence
asp__D_e,D-Aspartate,C4H6NO4,Presence
dhlpro_c,Dihydrolipolprotein H2S2X,C8H16NOS2,Presence
fuc__L_c,L-Fucose,C6H12O5,Presence
fuc__L_e,L-Fucose,C6H12O5,Presence
fuc__L_p,L-Fucose,C6H12O5,Presence
gly_cys_c,Gly-Cys,C5H11N2O3S,Presence
gly_cys_e,Gly-Cys,C5H10N2O3S,Presence
gly_gln_c,Gly-Gln,C7H13N3O4,Presence
gly_gln_e,Gly-Gln,C7H13N3O4,Presence
gly_leu_c,Gly-Leu,C8H17N2O3,Presence
gly_leu_e,Gly-Leu,C8H16N2O3,Presence
gly_met_c,Gly-Met,C7H14N2O3S,Presence
gly_met_e,Gly-Met,C7H14N2O3S,Presence
gly_phe_c,Gly-Phe,C11H15N2O3,Presence
gly_phe_e,Gly-Phe,C11H14N2O3,Presence
gly_tyr_c,Gly-Tyr,C11H15N2O4,Presence
gly_tyr_e,Gly-Tyr,C11H14N2O4,Presence
glyglygln_c,Glycine-glycine-glutamine tripeptide,C9H18N4O6,Presence
glyglygln_e,Glycine-glycine-glutamine tripeptide,C9H18N4O6,Presence
lpro_c,Lipoylprotein S2X,C8H14NOS2,Presence
lysglugly_c,Lysine-glutamine-glycine tripeptide,C13H26N4O7,Presence
lysglugly_e,Lysine-glutamine-glycine tripeptide,C13H26N4O7,Presence
pprdn_c,Piperideine,C5H9N,Presence
rnam_p,N Ribosylnicotinamide C11H15N2O5,C11H15N2O5,Presence
