metabolite,name,formula,carbon_atom
dgtp_c,DGTP C10H12N5O13P3,C10H12N5O13P3,Presence
dha_c,Dihydroxyacetone,C3H6O3,Presence
dha_e,Dihydroxyacetone,C3H6O3,Presence
dhap_c,Dihydroxyacetone phosphate,C3H5O6P,Presence
dhcinnm_c,"2,3-dihydroxicinnamic acid",C9H7O4,Presence
dhcrn_c,3 dehydrocarnitine,C7H13NO3,Presence
dhcrncoa_c,3 dehydrocarnitine coenzyme A,C28H44N8O18P3S,Presence
dhf_c,"7,8-Dihydrofolate",C19H19N7O6,Presence
dhgly_c,Dehydroglycine,C2H2NO2,Presence
dhlam_c,Dihydrolipoamide C8H17NOS2,C8H17NOS2,Presence
dhmpt_c,Dihydromonapterin,C9H13N5O4,Presence
dhna_c,"1,4-Dihydroxy-2-naphthoate",C11H7O4,Presence
dhnpt_c,Dihydroneopterin,C9H13N5O4,Presence
dhor__S_c,(S)-Dihydroorotate,C5H5N2O4,Presence
dhpmp_c,Dihydroneopterin monophosphate,C9H12N5O7P,Presence
dhpt_c,Dihydropteroate,C14H13N6O3,Presence
dhpyr_c,"2,5-Dihydroxypyridine",C5H5NO2,Presence
diact_c,Diacetyl C4H6O2,C4H6O2,Presence
dimp_c,DIMP C10H12N4O7P,C10H11N4O7P,Presence
din_c,Deoxyinosine,C10H12N4O4,Presence
ditp_c,DITP(4-),C10H11N4O13P3,Presence
dkdi_c,"D-2,3-Diketo 4-deoxy-epi-inositol",C6H8O5,Presence
dmgly_c,"N,N-Dimethylglycine",C4H9NO2,Presence
dmgly_e,"N,N-Dimethylglycine",C4H9NO2,Presence
dmgly_p,"N,N-Dimethylglycine",C4H9NO2,Presence
dmlz_c,"6,7-Dimethyl-8-(1-D-ribityl)lumazine",C13H19N4O6,Presence
dmpp_c,Dimethylallyl diphosphate,C5H9O7P2,Presence
dmso2_c,Dimethyl sulfone,C2H10O2S,Presence
dmso2_e,Dimethyl sulfone,C2H10O2S,Presence
dmso2_p,Dimethyl sulfone,C2H10O2S,Presence
dnad_c,Deamino-NAD+,C21H24N6O15P2,Presence
doxrbcn_e,Doxorubicin,C27H30NO11,Presence
doxrbcn_p,Doxorubicin,C27H30NO11,Presence
dpcoa_c,Dephospho-CoA,C21H33N7O13P2S,Presence
drib_c,Deoxyribose C5H10O4,C5H10O4,Presence
drib_e,Deoxyribose C5H10O4,C5H10O4,Presence
dscl_c,Dihydrosirohydrochlorin,C42H41N4O16,Presence
dtbt_c,Dethiobiotin,C10H17N2O3,Presence
dtdp_c,DTDP C10H13N2O11P2,C10H13N2O11P2,Presence
dtmp_c,DTMP C10H13N2O8P,C10H13N2O8P,Presence
dttp_c,DTTP C10H13N2O14P3,C10H13N2O14P3,Presence
dudp_c,DUDP C9H11N2O11P2,C9H11N2O11P2,Presence
dump_c,DUMP C9H11N2O8P,C9H11N2O8P,Presence
duri_c,Deoxyuridine,C9H12N2O5,Presence
dutp_c,DUTP C9H11N2O14P3,C9H11N2O14P3,Presence
dxyl5p_c,1-deoxy-D-xylulose 5-phosphate,C5H9O7P,Presence
dxyl_c,1-deoxy-D-xylulose,C5H10O4,Presence
dxyl_e,1-deoxy-D-xylulose,C5H10O4,Presence
dxyl_p,1-deoxy-D-xylulose,C5H10O4,Presence
e4hglu_c,L erythro 4 Hydroxyglutamate C5H8NO5,C5H8NO5,Presence
e4p_c,D-Erythrose 4-phosphate,C4H7O7P,Presence
ecto__L_c,L Ectoine,C6H10N2O2,Presence
ecto__L_e,L Ectoine,C6H10N2O2,Presence
ecto__L_p,L Ectoine,C6H10N2O2,Presence
eig3p_c,D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate,C6H9N2O6P,Presence
enter_c,Enterochelin,C30H26N3O15,Presence
enter_e,Enterochelin,C30H26N3O15,Presence
enter_p,Enterochelin,C30H26N3O15,Presence
etha_c,Ethanolamine,C2H8NO,Presence
etha_e,Ethanolamine,C2H8NO,Presence
etha_p,Ethanolamine,C2H8NO,Presence
eths_c,Ethanesulfonate C2H5O3S,C2H5O3S,Presence
eths_e,Ethanesulfonate C2H5O3S,C2H5O3S,Presence
ethso3_c,Ethanesulfonate,C2H5O3S,Presence
ethso3_e,Ethanesulfonate,C2H5O3S,Presence
ethso3_p,Ethanesulfonate,C2H5O3S,Presence
etoh_c,Ethanol,C2H6O,Presence
etoh_e,Ethanol,C2H6O,Presence
etoh_p,Ethanol,C2H6O,Presence
f1p_c,D-Fructose 1-phosphate,C6H11O9P,Presence
f6p_c,D-Fructose 6-phosphate,C6H11O9P,Presence
fad_c,Flavin adenine dinucleotide oxidized,C27H33N9O15P2,Presence
fadh2_c,Flavin adenine dinucleotide reduced,C27H35N9O15P2,Presence
fald_c,Formaldehyde,CH2O,Presence
fald_e,Formaldehyde,CH2O,Presence
fald_p,Formaldehyde,CH2O,Presence
fbac_kt_c,Ferribactin  Pputida KT2440 specific,C27H48N10O15,Presence
fbac_kt_p,Ferribactin  Pputida KT2440 specific,C27H48N10O15,Presence
fcmcbtt_c,"Iron(III) chelated carboxymycobactin T (R=8 carbon, final carbon is carboxyl group)",C33FeH49N5O13,Presence
fcmcbtt_e,"Iron(III) chelated carboxymycobactin T (R=8 carbon, final carbon is carboxyl group)",C33FeH48N5O13,Presence
fcmcbtt_p,"Iron(III) chelated carboxymycobactin T (R=8 carbon, final carbon is carboxyl group)",C33FeH48N5O13,Presence
fdp_c,"D-Fructose 1,6-bisphosphate",C6H10O12P2,Presence
fdxo_2_2_c,Oxidized ferredoxin,Fe2S2,Absence
fdxox_c,Oxidized ferredoxin,Fe2S2,Absence
fdxrd_c,Reduced ferredoxin,Fe2S2,Absence
fe2_c,Fe2+ mitochondria,Fe,Absence
fe2_e,Fe2+ mitochondria,Fe,Absence
fe2_p,Fe2+ mitochondria,Fe,Absence
fe3_c,Iron (Fe3+),Fe,Absence
fe3_e,Iron (Fe3+),Fe,Absence
fe3_p,Iron (Fe3+),Fe,Absence
fe3dcit_c,Fe(III)dicitrate,C12FeH10O14,Presence
fe3dcit_e,Fe(III)dicitrate,C12FeH10O14,Presence
fe3dcit_p,Fe(III)dicitrate,C12FeH10O14,Presence
fe3dhbzs3_c,2-3-dihydroxybenzoylserine trimer-Fe-III,C30FeH29N3O16,Presence
fe3dhbzs3_e,2-3-dihydroxybenzoylserine trimer-Fe-III,C30FeH28N3O16,Presence
fe3dhbzs3_p,2-3-dihydroxybenzoylserine trimer-Fe-III,C30FeH28N3O16,Presence
fe3dhbzs_c,"Ferric 2,3-dihydroxybenzoylserine",C10H10FeNO6,Presence
fe3dhbzs_e,"Ferric 2,3-dihydroxybenzoylserine",C10H10FeNO6,Presence
fe3dhbzs_p,"Ferric 2,3-dihydroxybenzoylserine",C10H10FeNO6,Presence
fe3pyovd_kt_e,Ferrypyoverdine  P putida KT2440 specific,C27FeH48N10O15,Presence
feenter_c,Fe-enterobactin,C30FeH26N3O15,Presence
feenter_e,Fe-enterobactin,C30FeH26N3O15,Presence
feenter_p,Fe-enterobactin,C30FeH26N3O15,Presence
fgam_c,N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide,C8H13N2O9P,Presence
ficytc_c,Ferricytochrome c C42H52FeN8O6S2,C33FeH31N4O4,Presence
fmnRD_c,Flavin mononucleotide reduced C17H21N4O9P,C17H23N4O9P,Presence
fmn_c,FMN C17H19N4O9P,C17H21N4O9P,Presence
fmnh2_c,Reduced FMN,C17H23N4O9P,Presence
focytc_c,Ferrocytochrome c C42H53FeN8O6S2,C33H32FeN4O4,Presence
fol_c,Folate,C19H17N7O6,Presence
fol_e,Folate,C19H17N7O6,Presence
for_c,Formate,CHO2,Presence
for_e,Formate,CHO2,Presence
for_p,Formate,CHO2,Presence
forglu_c,N-Formimidoyl-L-glutamate,C6H9N2O4,Presence
fpram_c,2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,C8H14N3O8P,Presence
fprica_c,5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide,C10H13N4O9P,Presence
frdp_c,Farnesyl diphosphate,C15H25O7P2,Presence
frmd_c,Formamide,CH3NO,Presence
fru_c,D-Fructose,C6H12O6,Presence
fru_e,D-Fructose,C6H12O6,Presence
fru_p,D-Fructose,C6H12O6,Presence
frulys_c,Fructoselysine,C12H25N2O7,Presence
frulys_e,Fructoselysine,C12H25N2O7,Presence
frulys_p,Fructoselysine,C12H25N2O7,Presence
frulysp_c,Fructoselysine Phosphate,C12H24N2O10P,Presence
fruur_c,D-Fructuronate,C6H9O7,Presence
fum_c,Fumarate,C4H2O4,Presence
fum_e,Fumarate,C4H2O4,Presence
fum_p,Fumarate,C4H2O4,Presence
fusa_e,Fusidic acid,C31H47O6,Presence
fusa_p,Fusidic acid,C31H47O6,Presence
g1p_c,D-Glucose 1-phosphate,C6H11O9P,Presence
g3p_c,Glyceraldehyde 3-phosphate,C3H5O6P,Presence
g3pc_c,Sn-Glycero-3-phosphocholine,C8H20NO6P,Presence
g3pc_e,Sn-Glycero-3-phosphocholine,C8H20NO6P,Presence
g3pc_p,Sn-Glycero-3-phosphocholine,C8H20NO6P,Presence
g3pe_c,Sn-Glycero-3-phosphoethanolamine,C5H14NO6P,Presence
g3pe_p,Sn-Glycero-3-phosphoethanolamine,C5H14NO6P,Presence
g3pg_c,Glycerophosphoglycerol,C6H14O8P,Presence
g3pg_e,Glycerophosphoglycerol,C6H14O8P,Presence
g3pg_p,Glycerophosphoglycerol,C6H14O8P,Presence
g3pi_c,Sn-Glycero-3-phospho-1-inositol,C9H18O11P,Presence
g3pi_e,Sn-Glycero-3-phospho-1-inositol,C9H18O11P,Presence
g3pi_p,Sn-Glycero-3-phospho-1-inositol,C9H18O11P,Presence
g3ps_c,Glycerophosphoserine,C6H13NO8P,Presence
g3ps_e,Glycerophosphoserine,C6H13NO8P,Presence
g3ps_p,Glycerophosphoserine,C6H13NO8P,Presence
g6p_A_c,Alpha-D-glucose 6 phosphate,C6H11O9P,Presence
g6p_B_c,Beta D glucose 6 phosphate C6H11O9P,C6H11O9P,Presence
g6p_c,D-Glucose 6-phosphate,C6H11O9P,Presence
gal_bD_c,Beta D-Galactose,C6H12O6,Presence
gal_bD_e,Beta D-Galactose,C6H12O6,Presence
gal_c,D-Galactose,C6H12O6,Presence
gal_e,D-Galactose,C6H12O6,Presence
gal_p,D-Galactose,C6H12O6,Presence
galct__D_c,D-Galactarate,C6H8O8,Presence
galctn__D_c,D-Galactonate,C6H11O7,Presence
galctn__D_e,D-Galactonate,C6H11O7,Presence
galctn__L_c,L-Galactonate,C6H11O7,Presence
galctn__L_e,L-Galactonate,C6H11O7,Presence
galctn__L_p,L-Galactonate,C6H11O7,Presence
galman4_c,"Galactomannan(n=4 repeat units mannose, alpha-1,4 man)",C24H42O21,Presence
galman4_e,"Galactomannan(n=4 repeat units mannose, alpha-1,4 man)",C24H42O21,Presence
galman6_c,"Galactomannan(n=6 repeat units mannose, alpha-1,4 man)",C36H62O31,Presence
galman6_e,"Galactomannan(n=6 repeat units mannose, alpha-1,4 man)",C36H62O31,Presence
galt1p_c,Galactitol 1-phosphate,C6H13O9P,Presence
galt_e,Galactitol,C6H14O6,Presence
galur_c,D-Galacturonate,C6H9O7,Presence
galur_e,D-Galacturonate,C6H9O7,Presence
galur_p,D-Galacturonate,C6H9O7,Presence
gam1p_c,D-Glucosamine 1-phosphate,C6H13NO8P,Presence
gam6p_c,D-Glucosamine 6-phosphate,C6H13NO8P,Presence
gam_e,D-Glucosamine,C6H14NO5,Presence
gar_c,N1-(5-Phospho-D-ribosyl)glycinamide,C7H14N2O8P,Presence
gcald_c,Glycolaldehyde,C2H4O2,Presence
gdbtal_c,4-Guanidinobutanal,C5H12N3O,Presence
gdp_c,GDP C10H12N5O11P2,C10H12N5O11P2,Presence
gdpmann_c,GDP-D-mannose,C16H23N5O16P2,Presence
gdptp_c,Guanosine 3'-diphosphate 5'-triphosphate,C10H11N5O20P5,Presence
gg13dampp_c,Gamma glutamyl diaminopropane,C8H18N3O3,Presence
gg15dap_c,Gamma glutamyl cadaverine synthase,C10H22N3O3,Presence
gg4abut_c,Gamma-glutamyl-gamma aminobutyric acid,C9H15N2O5,Presence
ggala_B_c,Gamma glutamyl gamma beta Aminopropionate,C8H13N2O5,Presence
ggaptn_c,Gamma glutamyl gamma delta Aminovalerate acid,C10H17N2O5,Presence
ggbamppal_c,Gamma glutamyl beta Aminopropion aldehyde,C8H14N2O4,Presence
ggbdapal_c,Gamma glutamyl delta Aminopentanal,C10H18N2O4,Presence
ggbutal_c,Gamma-glutamyl-gamma-butyraldehyde,C9H16N2O4,Presence
ggdp_c,Geranylgeranyl diphosphate C20H33O7P2,C20H33O7P2,Presence
ggptrc_c,Gamma-glutamyl-putrescine,C9H20N3O3,Presence
ggspmd_c,Gamma glutamyl spermidine,C12H28N4O3,Presence
glc_D_B_c,Beta-D-Glucose,C6H12O6,Presence
glc__D_c,D-Glucose,C6H12O6,Presence
glc__D_e,D-Glucose,C6H12O6,Presence
glc__D_p,D-Glucose,C6H12O6,Presence
glc__aD_c,Alpha D-glucose,C6H12O6,Presence
glc__aD_e,Alpha D-glucose,C6H12O6,Presence
glc__bD_c,D-Glucose,C6H12O6,Presence
glcman4_c,"Glucomannan (n=4 repeat units, glc beta-1,4 man)",C24H42O21,Presence
glcman4_e,"Glucomannan (n=4 repeat units, glc beta-1,4 man)",C24H42O21,Presence
glcman6_c,"Glucomannan (n=6 repeat units, glc beta-1,4 man)",C36H62O31,Presence
glcman6_e,"Glucomannan (n=6 repeat units, glc beta-1,4 man)",C36H62O31,Presence
glcn_c,D-Gluconate,C6H11O7,Presence
glcn_p,D-Gluconate,C6H11O7,Presence
glcr_c,D-Glucarate,C6H8O8,Presence
glcur_c,D-Glucuronate,C6H9O7,Presence
glcur_e,D-Glucuronate,C6H9O7,Presence
glcur_p,D-Glucuronate,C6H9O7,Presence
gln__L_c,L-Glutamine,C5H10N2O3,Presence
gln__L_e,L-Glutamine,C5H10N2O3,Presence
gln__L_p,L-Glutamine,C5H10N2O3,Presence
glu1sa_c,L-Glutamate 1-semialdehyde,C5H9NO3,Presence
glu5p_c,L-Glutamate 5-phosphate,C5H8NO7P,Presence
glu5sa_c,L-Glutamate 5-semialdehyde,C5H9NO3,Presence
glu__D_c,D-Glutamate,C5H8NO4,Presence
glu__L_c,L-Glutamate,C5H8NO4,Presence
glu__L_e,L-Glutamate,C5H8NO4,Presence
glu__L_p,L-Glutamate,C5H8NO4,Presence
gluala_c,5 L Glutamyl L alanine C8H13N2O5,C8H13N2O5,Presence
glucan4_c,"Beta-1,3/1,4-glucan (Barley, n=4, Glc beta1->3,4 Glc)",C24H42O21,Presence
glucan4_e,"Beta-1,3/1,4-glucan (Barley, n=4, Glc beta1->3,4 Glc)",C24H42O21,Presence
glucan6_c,"Beta-1,3/1,4-glucan (Barley, n=6, Glc beta1->3,4 Glc)",C36H62O31,Presence
glucan6_e,"Beta-1,3/1,4-glucan (Barley, n=6, Glc beta1->3,4 Glc)",C36H62O31,Presence
glucys_c,Gamma-L-Glutamyl-L-cysteine,C8H13N2O5S,Presence
glutar_c,Glutarate,C5H6O4,Presence
glutcoa_c,Glutaryl-CoA mitochondria,C26H37N7O19P3S,Presence
glutrna_c,L-Glutamyl-tRNA(Glu),C33H41N12O24P3,Presence
glx_c,Glyoxylate,C2HO3,Presence
gly_asn__L_c,Gly asn L C6H11N3O4,C6H11N3O4,Presence
gly_asn__L_e,Gly asn L C6H11N3O4,C6H11N3O4,Presence
gly_asp__L_c,Gly asp L C6H9N2O5,C6H9N2O5,Presence
gly_asp__L_e,Gly asp L C6H9N2O5,C6H9N2O5,Presence
gly_c,Glycine,C2H5NO2,Presence
gly_e,Glycine,C2H5NO2,Presence
gly_glu__L_c,Gly glu L C7H11N2O5,C7H11N2O5,Presence
gly_glu__L_e,Gly glu L C7H11N2O5,C7H11N2O5,Presence
gly_p,Glycine,C2H5NO2,Presence
gly_pro__L_c,Gly pro L C7H12N2O3,C7H13N2O3,Presence
gly_pro__L_e,Gly pro L C7H12N2O3,C7H13N2O3,Presence
glyald_c,D-Glyceraldehyde,C3H6O3,Presence
glyb_c,Glycine betaine,C5H11NO2,Presence
glyb_e,Glycine betaine,C5H11NO2,Presence
glyb_p,Glycine betaine,C5H11NO2,Presence
glybcoa_c,Glycine betaine coenzyme A,C26H42N8O17P3S,Presence
glyc2p_c,Glycerol 2-phosphate,C3H7O6P,Presence
glyc2p_e,Glycerol 2-phosphate,C3H7O6P,Presence
glyc2p_p,Glycerol 2-phosphate,C3H7O6P,Presence
glyc3p_c,Glycerol 3-phosphate,C3H7O6P,Presence
glyc3p_e,Glycerol 3-phosphate,C3H7O6P,Presence
glyc3p_p,Glycerol 3-phosphate,C3H7O6P,Presence
glyc__R_c,(R)-Glycerate,C3H5O4,Presence
glyc_c,Glycerol,C3H8O3,Presence
glyc_e,Glycerol,C3H8O3,Presence
glyc_p,Glycerol,C3H8O3,Presence
glyclt_c,Glycolate C2H3O3,C2H3O3,Presence
glycogen_c,Glycogen C6H10O5,C24H42O21,Presence
glyg4n_c,Glycogen  4 units  linear glucan,C24H40O20,Presence
glygln_c,L glycinylglutamine,C7H13N3O4,Presence
glygln_e,L glycinylglutamine,C7H13N3O4,Presence
glygln_p,L glycinylglutamine,C7H13N3O4,Presence
glyglu_c,L glycinylglutamate,C7H11N2O5,Presence
glyglu_e,L glycinylglutamate,C7H11N2O5,Presence
glyglu_p,L glycinylglutamate,C7H11N2O5,Presence
glygly_c,Glycylglycine C4H8N2O3,C4H8N2O3,Presence
glygly_e,Glycylglycine C4H8N2O3,C4H8N2O3,Presence
glygly_p,Glycylglycine C4H8N2O3,C4H8N2O3,Presence
glymet_c,L Glycinylmethionine,C7H14N2O3S,Presence
glymet_e,L Glycinylmethionine,C7H14N2O3S,Presence
glymet_p,L Glycinylmethionine,C7H14N2O3S,Presence
glyphe_c,Glycylphenylalanine,C11H14N2O3,Presence
glyphe_e,Glycylphenylalanine,C11H14N2O3,Presence
glyphe_p,Glycylphenylalanine,C11H14N2O3,Presence
glyser_c,L glycinylserine,C5H10N2O4,Presence
glyser_e,L glycinylserine,C5H10N2O4,Presence
glyser_p,L glycinylserine,C5H10N2O4,Presence
gmp_c,GMP C10H12N5O8P,C10H12N5O8P,Presence
grdp_c,Geranyl diphosphate,C10H17O7P2,Presence
grxox_c,Glutaredoxin (oxidized),C6H7NO2S2,Presence
grxrd_c,Glutaredoxin (reduced),C6H9NO2S2,Presence
gsn_c,Guanosine,C10H13N5O5,Presence
gsn_e,Guanosine,C10H13N5O5,Presence
gsn_p,Guanosine,C10H13N5O5,Presence
gthox_c,Oxidized glutathione,C20H30N6O12S2,Presence
gthrd_c,Reduced glutathione,C10H16N3O6S,Presence
gthrd_e,Reduced glutathione,C10H16N3O6S,Presence
gthrd_p,Reduced glutathione,C10H16N3O6S,Presence
gtp_c,GTP C10H12N5O14P3,C10H12N5O14P3,Presence
gua_c,Guanine,C5H5N5O,Presence
gua_e,Guanine,C5H5N5O,Presence
gua_p,Guanine,C5H5N5O,Presence
h2_c,Hydrogen,H2,Absence
h2_e,Hydrogen,H2,Absence
h2_p,Hydrogen,H2,Absence
h2co3_c,Carbonic acid,CH2O3,Presence
h2mb4p_c,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate,C5H9O8P2,Presence
h2o2_c,Hydrogen peroxide,H2O2,Absence
h2o2_e,Hydrogen peroxide,H2O2,Absence
h2o2_p,Hydrogen peroxide,H2O2,Absence
h2o_c,H2O H2O,H2O,Absence
h2o_e,H2O H2O,H2O,Absence
h2o_p,H2O H2O,H2O,Absence
h2s_c,Hydrogen sulfide,H2S,Absence
h2s_e,Hydrogen sulfide,H2S,Absence
h_c,H+,H,Absence
h_e,H+,H,Absence
h_p,H+,H,Absence
hco3_c,Bicarbonate,CHO3,Presence
hco3_e,Bicarbonate,CHO3,Presence
hco3_p,Bicarbonate,CHO3,Presence
hcys__L_c,L-Homocysteine,C4H9NO2S,Presence
hd2coa_c,(E)-hexadec-2-enoyl-CoA,C37H58N7O17P3S,Presence
hd710_2_coa_c,Trans cis cis hexadeca 2 7 10 trienoyl CoA,C37H54N7O17P3S,Presence
hd_7_10_coa_c,Cis cis hexadec 7 10 dienoyl CoA,C37H56N7O17P3S,Presence
hdca_c,Hexadecanoate (n-C16:0),C16H31O2,Presence
hdca_p,Hexadecanoate (n-C16:0),C16H31O2,Presence
hdcea_c,Hexadecenoate (n-C16:1),C16H29O2,Presence
hdcea_p,Hexadecenoate (n-C16:1),C16H29O2,Presence
hdceap_c,Hexadecanoyl-phosphate (n-C16:1),C16H30O5P,Presence
hdcoa_c,Hexadecenoyl-CoA (n-C16:1CoA),C37H60N7O17P3S,Presence
hdd2coa_c,Trans-Hexadec-2-enoyl-CoA,C37H60N7O17P3S,Presence
hdd4_2_coa_c,Trans cis hexadeca 2 4 dienoyl CoA,C37H58N7O17P3S,Presence
hdd4coa_c,Cis hexadec 4 enoyl CoA,C37H59N7O17P3S,Presence
hdd7_2_coa_c,Trans cis hexadeca 2 7 dienoyl CoA,C37H58N7O17P3S,Presence
hdd7coa_c,Cis hexadec 7 enoyl CoA,C37H60N7O17P3S,Presence
hdeACP_c,Cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1),C400H631N96O143P0S3,Presence
hemeO_c,Heme O C49H56FeN4O5,C49FeH56N4O5,Presence
hethmpp_c,Hydroxy ethyl Thiamin diphosphate,C14H20N4O8P2S,Presence
hexs_c,Hexanesulfonate C6H13O3S,C6H13O3S,Presence
hexs_e,Hexanesulfonate C6H13O3S,C6H13O3S,Presence
hg2_c,Mercury  charged 2  Hg,Hg,Absence
hg2_p,Mercury  charged 2  Hg,Hg,Absence
hgentis_c,Homogentisate C8H7O4,C8H7O4,Presence
his__L_c,L-Histidine,C6H9N3O2,Presence
his__L_e,L-Histidine,C6H9N3O2,Presence
his__L_p,L-Histidine,C6H9N3O2,Presence
hisgly_c,L histidinylglycine,C8H12N4O3,Presence
hisgly_e,L histidinylglycine,C8H12N4O3,Presence
hisgly_p,L histidinylglycine,C8H12N4O3,Presence
hishis_c,L histidinylhistidine,C12H16N6O3,Presence
hishis_e,L histidinylhistidine,C12H16N6O3,Presence
hishis_p,L histidinylhistidine,C12H16N6O3,Presence
hisp_c,L-Histidinol phosphate,C6H11N3O4P,Presence
histd_c,L-Histidinol,C6H12N3O,Presence
hkntd_c,2-hydroxy-6-ketononatrienedioate,C9H6O6,Presence
hmbil_c,Hydroxymethylbilane,C40H38N4O17,Presence
hmbpp_c,Hmbpp c,C5H8O8P2,Presence
hmgcoa_c,Hydroxymethylglutaryl CoA C27H39N7O20P3S,C27H39N7O20P3S,Presence
hmgth_c,Hydroxymethylglutathione,C11H18N3O7S,Presence
hmpscoa_c,(Hydroxymethylphenyl)succinyl-CoA,C32H41N7O20P3S,Presence
hom__L_c,L-Homoserine,C4H9NO3,Presence
hom__L_e,L-Homoserine,C4H9NO3,Presence
hom__L_p,L-Homoserine,C4H9NO3,Presence
hp2coa_c,Hep 2 enoyl CoA,C28H42N7O17P3S,Presence
hpglu_c,Tetrahydropteroyltri L glutamate C24H34N8O12,C29H33N9O12,Presence
hpta_c,Heptanoate,C7H11O2,Presence
hpta_e,Heptanoate,C7H11O2,Presence
hpta_p,Heptanoate,C7H11O2,Presence
hptcoa_c,Heptanoyl-COA,C28H42N7O17P3S,Presence
hpyr_c,Hydroxypyruvate,C3H3O4,Presence
hx2coa_c,Trans-Hex-2-enoyl-CoA,C27H40N7O17P3S,Presence
hxa_c,Hexanoate (n-C6:0),C6H11O2,Presence
hxa_e,Hexanoate (n-C6:0),C6H11O2,Presence
hxa_p,Hexanoate (n-C6:0),C6H11O2,Presence
hxal_c,Hexanal C6H12O,C6H12O,Presence
hxan_c,Hypoxanthine,C5H4N4O,Presence
hxan_e,Hypoxanthine,C5H4N4O,Presence
hxan_p,Hypoxanthine,C5H4N4O,Presence
hxcoa_c,Hexanoyl-CoA (n-C6:0CoA),C27H42N7O17P3S,Presence
iasp_c,Iminoaspartate,C4H3NO4,Presence
ibcoa_c,Isobutyryl-CoA,C25H38N7O17P3S,Presence
ibt_e,Isobutyrate,C4H7O2,Presence
ibt_p,Isobutyrate,C4H7O2,Presence
ichor_c,Isochorismate,C10H8O6,Presence
icit_c,Isocitrate,C6H5O7,Presence
icit_e,Isocitrate,C6H5O7,Presence
icit_p,Isocitrate,C6H5O7,Presence
id3acald_c,Indole 3 acetaldehyde C10H9NO,C10H9NO,Presence
idon__L_c,L-Idonate,C6H11O7,Presence
idp_c,IDP C10H11N4O11P2,C10H11N4O11P2,Presence
ile__L_c,L-Isoleucine,C6H13NO2,Presence
ile__L_e,L-Isoleucine,C6H13NO2,Presence
ile__L_p,L-Isoleucine,C6H13NO2,Presence
imacp_c,3-(Imidazol-4-yl)-2-oxopropyl phosphate,C6H7N2O5P,Presence
imp_c,IMP C10H11N4O8P,C10H11N4O8P,Presence
ind3ac_c,Indole 3 acetate C10H8NO2,C10H8NO2,Presence
ind3ac_e,Indole 3 acetate C10H8NO2,C10H8NO2,Presence
ind3ac_p,Indole 3 acetate C10H8NO2,C10H8NO2,Presence
indole_c,Indole,C8H7N,Presence
indole_e,Indole,C8H7N,Presence
indole_p,Indole,C8H7N,Presence
indpyr_c,Indolepyruvate C11H8NO3,C11H8NO3,Presence
inost_c,Myo-Inositol,C6H12O6,Presence
inost_e,Myo-Inositol,C6H12O6,Presence
ins_c,Inosine,C10H12N4O5,Presence
ins_e,Inosine,C10H12N4O5,Presence
ins_p,Inosine,C10H12N4O5,Presence
ipdp_c,Isopentenyl diphosphate,C5H9O7P2,Presence
isetac_c,Isethionic acid,C2H5O4S,Presence
isetac_e,Isethionic acid,C2H5O4S,Presence
isetac_p,Isethionic acid,C2H5O4S,Presence
istfrnA_e,Iron bound extracellular staphyloferrin A,C17FeH24N2O14,Presence
istnt_c,Isethionate C2H5O4S,C2H5O4S,Presence
istnt_e,Isethionate C2H5O4S,C2H5O4S,Presence
itp_c,ITP C10H11N4O14P3,C10H11N4O14P3,Presence
ivcoa_c,Isovaleryl-CoA,C26H40N7O17P3S,Presence
k_c,Potassium,K,Absence
k_e,Potassium,K,Absence
k_p,Potassium,K,Absence
lac6p_c,Lactose-6-phosphate,C12H21O14P,Presence
lac__D_c,D-Lactate,C3H5O3,Presence
lac__D_e,D-Lactate,C3H5O3,Presence
lac__L_c,L-Lactate,C3H5O3,Presence
lac__L_e,L-Lactate,C3H5O3,Presence
lacgth_c,S-lactoyl-glutathione,C13H21N3O8S,Presence
lald__D_c,D-Lactaldehyde,C3H6O2,Presence
lald__L_c,L-Lactaldehyde,C3H6O2,Presence
lcts_c,Lactose C12H22O11,C12H22O11,Presence
lcts_e,Lactose C12H22O11,C12H22O11,Presence
lcts_p,Lactose C12H22O11,C12H22O11,Presence
leu__L_c,L-Leucine,C6H13NO2,Presence
leu__L_e,L-Leucine,C6H13NO2,Presence
leu__L_p,L-Leucine,C6H13NO2,Presence
leuleu_c,Leucylleucine,C12H24N2O3,Presence
leuleu_e,Leucylleucine,C12H24N2O3,Presence
leuleu_p,Leucylleucine,C12H24N2O3,Presence
lgt__S_c,(R)-S-Lactoylglutathione,C13H20N3O8S,Presence
lmn2_c,Laminaribiose,C12H22O11,Presence
lmn2_e,Laminaribiose,C12H22O11,Presence
lnlc2coa_c,Trans cis cis octadeca 2 9 12 trienoyl CoA,C39H58N7O17P3S,Presence
lnlc_c,Linoleic acid (all cis C18:2) n-6,C18H31O2,Presence
lnlc_e,Linoleic acid (all cis C18:2) n-6,C18H31O2,Presence
lnlc_p,Linoleic acid (all cis C18:2) n-6,C18H31O2,Presence
